"","Accession_number","ED","edge.length","Species","Country","City","Host","Collection.date","lat","lon","extracted_precip","extracted_temp","sum_extracted_values","heterogeneity","Geo_location","num_occurrences","DR"
"1465","KY210271.1",0.00154259445621534,0.0142784048900372,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","03/09/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,648.258520553377
"1466","KY210290.1",0.00154259445621534,0.0139526015163205,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","06/05/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,648.258520553377
"1467","KR906772.1",0.00211059613026966,0.000325803373716758,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","19/08/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,473.799788438082
"1468","KY210251.1",0.00211059613026966,0.000325803373716758,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","10/11/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,473.799788438082
"1469","KR534236.2",0.00328178672254611,0.0402124422403439,"Lyssavirus rabies","Tanzania"," Serengeti District","Bos taurus","2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,304.71206222206
"1470","KR906755.1",0.0014819153558583,0.0863793660186637,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","02/01/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,674.802373864879
"1471","KY210250.1",0.00144679433945388,3.41173423954039e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","13/11/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,691.183240582394
"1472","KY210260.1",0.00144679433945388,0.00781011399633999,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","25/02/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,691.183240582394
"1473","KR906771.1",0.00145510802420135,0.0740910879968533,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","15/08/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,687.234200738369
"1474","KY210229.1",0.00142015170263711,0.00444404668307498,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","22/05/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,704.150125752818
"1475","KY210300.1",0.00142015170263711,0.00444404668307498,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","19/07/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,704.150125752818
"1476","OP375406.1",0.00411378558681278,4.26645423167588e-05,"Lyssavirus rabies","Tanzania"," Central Zone","Canis lupus familiaris","17/07/2009",-5.669617,33.7856345,-251.562540988621,1.02450926416884,5313,17343.4059405941,"Tanzania:  Central Zone",2,243.085104679645
"1477","KY210272.1",0.00411378558681278,0.0222659220917747,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","22/08/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,243.085104679645
"1478","KY210278.1",0.0041771168829347,5.53998490126911e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","16/12/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,239.399573443929
"1479","KR906760.1",0.00264027945346559,1.10859179041009e-05,"Lyssavirus rabies","Tanzania"," Morogoro region","Canis lupus familiaris","23/04/2010",-7.0842931,37.4232686,-121.010619532296,0.62491889575154,17150,20580.5891089109,"Tanzania:  Morogoro region",10,378.747786976645
"1480","KR534229.2",0.00264027945346559,0.05616006227892,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","2010",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,378.747786976645
"1481","KR906756.1",0.0043507225817083,0.05616006227892,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","29/01/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,229.846877436932
"1482","KR906754.1",0.00478210598040672,0.0222523691614315,"Lyssavirus rabies","Tanzania"," Lindi region","Canis lupus familiaris","28/02/2011",-9.3985098,37.8997467,-118.351077861614,0.588981959196898,8867,21948.8115942029,"Tanzania:  Lindi region",3,209.112889613322
"1483","OP375413.1",0.0058600498946498,0.0339187790353926,"Lyssavirus rabies","Tanzania"," Mkoani","Canis lupus familiaris","05/10/2016",-5.359994,39.648449,-90.9097572468823,0.605352674211775,11204,19399.4342105263,"Tanzania:  Mkoani",1,170.64701119917
"1484","OP375407.1",0.0058600498946498,0.0339187790353926,"Lyssavirus rabies","Tanzania"," Central Zone","Canis lupus familiaris","15/06/2007",-5.669617,33.7856345,-251.562540988621,1.02450926416884,5313,17343.4059405941,"Tanzania:  Central Zone",2,170.64701119917
"1485","OP375418.1",0.00826101804327488,0.0562265480458368,"Lyssavirus rabies","Tanzania"," Wete","Canis lupus familiaris","04/10/2016",-5.056425,39.7279904,-88.9914275043647,0.606351239121612,9858,19285.9718309859,"Tanzania:  Wete",5,121.05045585926
"1486","KT119639.1",0.00380712929445547,0.0420949242065431,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","20/02/2003",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,262.665100829739
"1487","KT119641.1",0.00380712929445547,0.0363975459310684,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","03/03/2003",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,262.665100829739
"1488","KY210261.1",0.00248340471552233,0.000838358661745892,"Lyssavirus rabies","Tanzania"," Serengeti District","Capra hircus","11/04/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,402.672989122383
"1489","KY210283.1",0.00248340471552233,0.00163870646017285,"Lyssavirus rabies","Tanzania"," Serengeti District","Bos taurus","19/01/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,402.672989122383
"1490","KY210304.1",0.00262457644660229,0.0339204808091497,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","07/07/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,381.013858938868
"1491","KY210274.1",0.00262457644660229,0.0150222057316033,"Lyssavirus rabies","Tanzania"," Serengeti District","Bos taurus","06/09/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,381.013858938868
"1492","KR906751.1",0.00668972563420671,2.84815135298509e-05,"Lyssavirus rabies","Tanzania"," Lindi region","Canis lupus familiaris","07/02/2011",-9.3985098,37.8997467,-118.351077861614,0.588981959196898,8867,21948.8115942029,"Tanzania:  Lindi region",3,149.482961586149
"1493","KY210269.1",0.00656068118638834,0.0188697935640166,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","18/07/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,152.423196858694
"1494","OR271012.1",0.00656068118638834,5.47384046723776e-05,"Lyssavirus rabies","Kenya"," Makueni, Makueni, Nguumo","Capra hircus","28/08/2021",1,38,-199.432220458984,1.00059127807617,10,11951,"Kenya:  Makueni, Makueni, Nguumo",1,152.423196858694
"1495","KT119695.1",0.00369489561080146,0.0134338900225251,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","10/08/2007",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,270.643640669213
"1496","KT119679.1",0.00369489561080146,0.000134191392489037,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","04/05/2007",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,270.643640669213
"1497","KY210285.1",0.00422395685641084,0.000122359185762703,"Lyssavirus rabies","Tanzania"," Serengeti District","Capra hircus","08/03/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,236.744842334804
"1498","KR906759.1",0.00422395685641084,2.91535464133743e-05,"Lyssavirus rabies","Tanzania"," Morogoro region","Canis lupus familiaris","16/04/2010",-7.0842931,37.4232686,-121.010619532296,0.62491889575154,17150,20580.5891089109,"Tanzania:  Morogoro region",10,236.744842334804
"1499","KY210310.1",0.00605906802271475,0.00143649195138827,"Lyssavirus rabies","Tanzania"," Serengeti District","Capra hircus","23/01/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,165.041883710682
"1500","KR906774.1",0.00283506484413226,0.00365896906076573,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","22/09/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,352.725618276317
"1501","KY210281.1",0.00283143421102214,0.00313069980116143,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","19/01/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,353.177904013176
"1502","KY210223.1",0.00283143421102214,0.000528269259604303,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","22/06/2007",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,353.177904013176
"1503","OR271002.1",0.00669430085700932,0.000528269259604303,"Lyssavirus rabies","Kenya"," Makueni, Makueni, Kilaani","Canis lupus familiaris","28/07/2022",1,38,-199.432220458984,1.00059127807617,10,11951,"Kenya:  Makueni, Makueni, Kilaani",2,149.380797391701
"1504","OR270995.1",0.00506973823425618,0.00443458252702441,"Lyssavirus rabies","Kenya"," Makueni, Makueni, Syatu","Canis lupus familiaris","18/10/2021",1,38,-199.432220458984,1.00059127807617,10,11951,"Kenya:  Makueni, Makueni, Syatu",1,197.248842798827
"1505","KR906743.1",0.00458088257742912,4.18196506215692e-05,"Lyssavirus rabies","Tanzania"," Dar es Salaam","Canis lupus familiaris","03/05/2010",-6.8160837,39.2803583,-131.099439912684,0.689470241771025,11313,20788.1428571429,"Tanzania:  Dar es Salaam",2,218.298544679401
"1506","KY210227.1",0.00359057373100445,0.000619058834508023,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","19/04/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,278.507022809487
"1507","KY210254.1",0.00220792051250603,0.000619058834508023,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","11/01/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,452.914855555639
"1508","KY210255.1",0.00220792051250603,0.000125816365828944,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","04/01/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,452.914855555639
"1509","KR906789.1",0.0025675562216061,7.90672461149049e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","04/07/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,389.475405284198
"1510","KY210284.1",0.0025675562216061,0.000455994873185743,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis","06/03/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,389.475405284198
"1511","KR534228.2",0.00444249362076745,5.67202349819464e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","2010",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,225.098803817134
"1512","KY210266.1",0.00450946443521063,0.00014255494464006,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","01/02/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,221.755823638798
"1513","KY210306.1",0.00175787553589259,0.000256719693563737,"Lyssavirus rabies","Tanzania"," Serengeti District","Viverridae","26/05/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,568.868489026575
"1514","KR534231.2",0.00175787553589259,0.000256719693563737,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","2010",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,568.868489026575
"1515","KR906734.1",0.00186423136955963,0.000399274638203797,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","12/07/2008",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,536.414104133554
"1516","KY210282.1",0.00171690147263397,7.21230782354056e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","26/01/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,582.444604969589
"1517","KR534251.2",0.00171690147263397,0.000462939041065242,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,582.444604969589
"1518","KR906777.1",0.00169657855457329,0.000462939041065242,"Lyssavirus rabies","Tanzania"," Serengeti District","","05/12/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,589.421572790959
"1519","KY210270.1",0.00159758343036646,0.00512461455856738,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","17/07/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,625.945400404295
"1520","KY210277.1",0.00159758343036646,0.00116444525233417,"Lyssavirus rabies","Tanzania"," Serengeti District","Bos taurus","25/11/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,625.945400404295
"1521","KY210237.1",0.00160189962736389,0.0017581083542622,"Lyssavirus rabies","Tanzania"," Serengeti District","Bos taurus","07/07/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,624.25883801822
"1522","KR906770.1",0.00156051814507758,0.0023244201377337,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","29/06/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,640.812798719675
"1523","KY210279.1",0.00156051814507758,0.0023244201377337,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","21/12/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,640.812798719675
"1524","KR906776.1",0.00158934223600674,3.57407892376763e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","16/10/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,629.191106449499
"1525","KY210242.1",0.00172245107450772,0.00404678770275823,"Lyssavirus rabies","Tanzania"," Serengeti District","Capra hircus","21/07/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,580.568014267575
"1526","KY210240.1",0.00170367887761873,4.22827707217792e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Bos taurus","21/07/2011",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,586.965074895876
"1527","KR906784.1",0.00170367887761873,0.00400450493203645,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","06/06/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,586.965074895876
"1528","KY210257.1",0.00223120717187482,0.00400450493203645,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","08/01/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,448.187874530597
"1529","KY210264.1",0.00223120717187482,0.00538116513681911,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","10/04/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,448.187874530597
"1530","KY210294.1",0.00228011542168776,0.00368961475999433,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","28/05/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,438.574289041821
"1531","KY210256.1",0.00258341740368847,2.83738107764719e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","08/01/2013",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,387.084177172551
"1532","KR534230.2",0.00266531872998978,4.12153303374491e-05,"Lyssavirus rabies","Tanzania"," Serengeti District","Canis lupus familiaris","2010",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,375.189649458485
"1533","KR906785.1",0.00687329279055697,0.007146792718449,"Lyssavirus rabies","Tanzania"," Serengeti District","","11/06/2012",-1.8171351,34.6989289,-443.864332249004,1.03276220740447,17357,16667.3058823529,"Tanzania:  Serengeti District",152,145.490673898524
"1534","OR359469.1",0.00880294996749205,0.000134436445667315,"Lyssavirus rabies","Kenya"," Laikipia West, Survey","","23/09/2022",1,38,-199.432220458984,1.00059127807617,10,11951,"Kenya:  Laikipia West, Survey",1,113.598282813471
"1535","JX473839.1",0.00881089712720091,7.99007321573e-05,"Lyssavirus rabies","Namibia"," Kunene, Etosha National Park","Canis","2009",-19,16,218.595809936523,-0.128868103027344,2,6850.5,"Namibia:  Kunene, Etosha National Park",2,113.495820637017
"1536","JX473838.1",0.00881089712720091,0.00212719499481479,"Lyssavirus rabies","Namibia"," Kunene, Etosha National Park","Canis","2009",-19,16,218.595809936523,-0.128868103027344,2,6850.5,"Namibia:  Kunene, Etosha National Park",2,113.495820637017
"1537","OK317997.1",0.00635515887833406,3.91132890732761e-05,"Lyssavirus rabies","Democratic Republic of the Congo"," Muanda city","Felis catus","04/11/2017",-5.92753,12.37148,411.242918595024,0.462000598078189,15525,25869.8962264151,"Democratic Republic of the Congo:  Muanda city",3,157.352478379288
"1538","OK317995.1",0.0063455757911226,8.90862475804235e-06,"Lyssavirus rabies","Democratic Republic of the Congo"," Muanda city","Canis lupus familiaris","25/11/2017",-5.92753,12.37148,411.242918595024,0.462000598078189,15525,25869.8962264151,"Democratic Republic of the Congo:  Muanda city",3,157.590112058702
"1539","OK317999.1",0.0063455757911226,0.00274782877646024,"Lyssavirus rabies","Democratic Republic of the Congo"," Kinshasa city, Ngaliema","Canis lupus familiaris","02/02/2018",-4.35136,15.24783,50.5315246582031,0.266988277435303,6,24916.75,"Democratic Republic of the Congo:  Kinshasa city, Ngaliema",1,157.590112058702
"1540","OK317998.1",0.00644184427444149,1.3506510464131e-05,"Lyssavirus rabies","Democratic Republic of the Congo"," Mbanza-ngungu city","Canis lupus familiaris","29/11/2017",-5.25837,14.85838,207.941026033245,0.275414980704926,25653,21105.2610837438,"Democratic Republic of the Congo:  Mbanza-ngungu city",1,155.235047200315
"1541","KT119791.1",0.0172525297203904,0.00275816916639184,"Lyssavirus rabies","Cameroon"," Obala","Canis lupus familiaris","08/05/2011",4.1657131,11.5346644,267.191007216323,0.356649592334012,16251,18421.612745098,"Cameroon:  Obala",2,57.9625142635241
"1542","KT119743.1",0.00834622017493468,0.00117046658065547,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","17/06/2009",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,119.814716007995
"1543","KT119746.1",0.00834622017493468,0.00158770258573637,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","09/08/2009",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,119.814716007995
"1544","JX473841.1",0.0152535610197009,0.00158770258573637,"Lyssavirus rabies","Namibia"," Otjozondjupa, Grootfontein","Tragelaphus strepsiceros","2009",-19.5744936,18.0904949,248.458740234375,-0.269178390502929,26,9555.5,"Namibia:  Otjozondjupa, Grootfontein",1,65.5584619688766
"1545","KT119637.1",0.00829404047996171,0.00277167567685597,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","02/02/2003",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,120.568497635861
"1546","KT119640.1",0.00829404047996171,0.00217084117537366,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","03/03/2003",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,120.568497635861
"1547","KR906746.1",0.00849971995242846,0.00334866327794255,"Lyssavirus rabies","Tanzania"," Dar es Salaam","Canis lupus familiaris","02/11/2010",-6.8160837,39.2803583,-131.099439912684,0.689470241771025,11313,20788.1428571429,"Tanzania:  Dar es Salaam",2,117.650935042194
"1548","KR906747.1",0.00849971995242846,0.00278377937694872,"Lyssavirus rabies","Tanzania"," Iringa region","Canis lupus familiaris","26/11/2010",-7.7742718,35.4826339,-138.541886930904,0.70571757057079,15121,20121.6896551724,"Tanzania:  Iringa region",2,117.650935042194
"1549","KT119651.1",0.00988687303436574,0.00056488390099383,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","04/02/2004",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,101.144213799864
"1550","KT119780.1",0.00988687303436574,0.00056488390099383,"Lyssavirus rabies","Central African Republic"," Bangui","Canis lupus familiaris","02/05/1992",4.3635118,18.5835913,-46.8173753809365,-0.0723010625484425,17850,13380.2696078431,"Central African Republic:  Bangui",126,101.144213799864
"1551","OK317993.1",0.01018096386862,0.00552841307807425,"Lyssavirus rabies","Democratic Republic of the Congo"," Boma city","Canis lupus familiaris","02/07/2018",-3.303147,17.3823185,-67.2973959811295,0.233272799298118,34352,22428.7871287129,"Democratic Republic of the Congo:  Boma city",2,98.2225271501284
"1552","KR906752.1",0.018116690973343,0.00401374518258783,"Lyssavirus rabies","Tanzania"," Zanzibar, Kusini Unguja","Canis lupus familiaris","11/02/2011",-6.3269405,39.4861155,-66.1412353515625,0.700654029846192,160,26086,"Tanzania:  Zanzibar, Kusini Unguja",1,55.1977180309255
"1553","KR906748.1",0.018116690973343,0.0015537811845597,"Lyssavirus rabies","Tanzania"," Pemba, Chake chake","Canis lupus familiaris","29/12/2010",-5.1690625,39.7994251,-106.476867675782,0.707558631896972,96,25136,"Tanzania:  Pemba, Chake chake",1,55.1977180309255
"1554","MK760769.1",0.0443920073376208,0.0015537811845597,"Lyssavirus rabies","Egypt"," Wady El- Natroon, El Behira","Equus asinus","2009",27,30,0.740676403045654,0.807424545288086,0,921.5,"Egypt:  Wady El- Natroon, El Behira",1,22.5265776425598
"1555","MK760743.1",0.0156697484173637,0.00769472136196232,"Lyssavirus rabies","Iran"," West Azarbaijan, Khoy","Canis lupus familiaris","28/06/2014",38.5503,44.9521,42.0769653320312,1.31033301353455,80,25472.25,"Iran:  West Azarbaijan, Khoy",3,63.8172339060594
"1556","MK760714.1",0.0156697484173637,0.00777462209411962,"Lyssavirus rabies","Iran"," West Azarbaijan, Chaldoran","Canis lupus familiaris","03/08/2013",39.06667,44.33333,35.9350179036458,0.473202228546143,2,42628,"Iran:  West Azarbaijan, Chaldoran",2,63.8172339060594
"1557","MK760718.1",0.0156783902413045,0.00470860124155092,"Lyssavirus rabies","Iran"," West Azarbaijan, Chaldoran","Canis lupus familiaris","14/08/2013",39.06667,44.33333,35.9350179036458,0.473202228546143,2,42628,"Iran:  West Azarbaijan, Chaldoran",2,63.7820582731455
"1558","OM021441.1",0.0333164068899417,3.91248983703826e-05,"Lyssavirus rabies","Romania"," Vrancea county","Vulpes vulpes","2016",45.6937474,27.1910029,101.201889954346,0.97140486685155,175828,30387.4652777778,"Romania:  Vrancea county",2,30.0152415386036
"1559","KT119792.1",0.0201442357986161,9.75925576567668e-06,"Lyssavirus rabies","Cameroon"," Lekie","Canis lupus familiaris","14/11/2009",4.1487554,11.3644564,282.627258025538,0.371089847138931,16974,18899.603960396,"Cameroon:  Lekie",1,49.6419923792145
"1560","OP477393.1",0.0124214211132225,0.000158988844753914,"Lyssavirus rabies","Kazakhstan"," East Kazakhstan Region, Urzhar district","Canidae","",47.09302,81.62939,10.6805419921875,1.52695083618164,91,34097,"Kazakhstan:  East Kazakhstan Region, Urzhar district",1,80.5060862911657
"1561","OP477388.1",0.0122007187564485,0.00116646616921373,"Lyssavirus rabies","Kazakhstan"," East Kazakhstan region, Ayagoz district","Bos taurus","08/04/2021",47.96447,80.43437,-4.03673553466797,1.84007686376572,9,24539.25,"Kazakhstan:  East Kazakhstan region, Ayagoz district",1,81.9623843448947
"1562","MF197741.1",0.0122007187564485,0.000935917702259985,"Lyssavirus rabies","Poland"," Podlaskie voievodeship","Canidae","2008-01",52,20,76.7989508315372,1.2904919431473,141764,30806.4759036145,"Poland:  Podlaskie voievodeship",2,81.9623843448947
"1563","OP477384.1",0.0123930503564863,0.000890200427872323,"Lyssavirus rabies","Kazakhstan"," East Kazakhstan Region, Semey city","Felis catus","",50.42675,80.26669,13.810557047526,2.03635795911153,19,20888.75,"Kazakhstan:  East Kazakhstan Region, Semey city",1,80.6903846296902
"1564","OP477382.1",0.00970603391033524,0.000890200427872323,"Lyssavirus rabies","Kazakhstan"," North-Kazakhstan region, Zhelezin district, Lesnoe village","Bos taurus","09/04/2021",48,68,-1.72937520345052,2.0242805480957,1,9925,"Kazakhstan:  North-Kazakhstan region, Zhelezin district, Lesnoe village",1,103.028694236806
"1565","OP477390.1",0.00970603391033524,0.00182611813013231,"Lyssavirus rabies","Kazakhstan"," East Kazakhstan region, Beskaragay district, Beskaragay village","Bos taurus","08/04/2021",48,68,-1.72937520345052,2.0242805480957,1,9925,"Kazakhstan:  East Kazakhstan region, Beskaragay district, Beskaragay village",2,103.028694236806
